,기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익
965,샘표,2021,"442,738,148,712","129,328,226,708","313,409,922,004","348,963,423,665","21,904,156,438","22,972,218,582"
966,샘표,2020,"381,155,550,117","90,148,032,059","291,007,518,058","319,076,436,534","41,110,653,286","35,272,383,470"
967,샘표,2019,"338,575,304,482","82,167,106,946","256,408,197,536","281,023,046,262","29,530,642,938","24,721,680,726"
968,샘표식품,2021,"327,531,637,320","112,576,901,190","214,954,736,130","348,701,054,310","23,510,478,004","23,691,612,022"
969,샘표식품,2020,"268,629,470,251","76,452,195,861","192,177,274,390","318,948,778,956","42,800,583,684","36,051,756,929"
970,샘표식품,2019,"225,820,989,936","68,786,325,878","157,034,664,058","280,808,644,002","31,005,275,920","26,815,741,454"
971,서연,2021,"2,137,879,391,257","1,231,606,779,265","906,272,611,992","2,479,315,038,515","83,677,156,512","44,274,576,012"
972,서연,2020,"2,151,012,180,055","1,324,421,696,927","826,590,483,128","2,237,268,522,679","53,029,216,860","-25,537,869,179"
973,서연,2019,"2,215,361,999,525","1,410,355,863,136","805,006,136,389","2,202,639,857,985","33,214,660,913","-95,326,225,697"
974,서연이화,2021,"1,790,525,413,469","1,092,786,811,159","697,738,602,310","2,180,065,898,757","65,969,055,459","29,743,240,654"
975,서연이화,2020,"1,803,837,512,500","1,171,771,808,807","632,065,703,693","1,962,384,593,266","48,464,737,434","-40,833,000,718"
976,서연이화,2019,"1,820,541,997,328","1,198,937,515,754","621,604,481,574","1,976,766,424,325","21,876,293,584","-48,334,159,059"
977,서울도시가스,2021,"1,662,601,876,033","623,830,583,613","1,038,771,292,420","1,277,844,476,509","-4,941,094,915","8,540,875,496"
978,서울도시가스,2020,"1,689,713,125,758","655,228,369,114","1,034,484,756,644","1,280,710,876,032","7,989,732,658","131,240,849,416"
979,서울도시가스,2019,"1,583,402,074,863","615,585,177,036","967,816,897,827","1,361,002,172,120","10,457,973,561","29,464,067,352"
980,서울식품공업,2021,"72,278,883,781","46,261,760,304","26,017,123,477","55,297,650,655","-3,630,399,932","-5,778,364,194"
981,서울식품공업,2020,"74,752,324,859","46,385,830,049","28,366,494,810","61,566,333,173","743,597,454","-2,496,533,210"
982,서울식품공업,2019,"75,967,414,642","51,005,015,992","24,962,398,650","62,148,305,706","358,750,506","-2,007,048,286"
983,서원,2019,,,,,,
984,서흥,2019,,,,,,
985,선도전기,2021,"167,947,855,455","86,791,537,826","81,156,317,629","83,343,631,638","-10,631,752,034","-9,952,912,747"
986,선도전기,2020,"175,592,014,332","82,319,284,585","93,272,729,747","86,174,499,877","2,555,589,641","2,506,054,567"
987,선도전기,2019,"167,027,319,234","80,506,187,215","86,521,132,019","89,348,990,459","-1,673,026,428","-2,154,052,672"
988,선진,2019,,,,,,
989,성문전자,2021,"54,386,004,301","23,623,581,165","30,762,423,136","49,343,656,972","3,442,198,787","2,973,542,781"
990,성문전자,2020,"40,358,769,981","13,826,330,227","26,532,439,754","37,882,645,791","-634,764,313","-956,728,053"
991,성문전자,2019,"42,506,306,644","15,096,843,937","27,409,462,707","35,927,661,247","-1,554,760,696","-1,848,787,920"
992,성보화학,2021,"172,156,874,269","36,424,835,178","135,732,039,091","57,675,736,223","1,038,402,940","1,280,616,310"
993,성보화학,2020,"159,209,819,595","22,532,878,958","136,676,940,637","51,733,628,517","-3,712,416,585","-6,003,951,813"
994,성보화학,2019,"172,441,359,723","25,812,627,236","146,628,732,487","41,863,997,583","-4,353,008,993","-2,868,490,567"
995,성신양회,2021,"1,121,595,052,711","707,589,359,217","414,005,693,494","833,543,563,842","30,023,204,984","6,509,058,513"
996,성신양회,2020,"1,090,267,313,338","682,849,242,830","407,418,070,508","722,305,595,863","21,195,353,796","10,140,408,620"
997,성신양회,2019,"1,029,404,716,227","629,142,449,293","400,262,266,934","707,435,741,353","20,762,748,750","17,377,898,352"
998,성안,2019,,,,,,
999,성창기업지주,2021,"703,740,104,842","164,488,267,623","539,251,837,219","197,940,313,061","10,471,849,670","5,938,031,129"
1000,성창기업지주,2020,"707,392,786,834","174,455,181,975","532,937,604,859","170,916,583,169","8,033,442,422","5,064,139,080"
1001,성창기업지주,2019,"703,302,244,198","177,896,782,203","525,405,461,995","151,041,606,849","-2,951,399,189","-10,875,066,038"
1002,세기상사,2021,"46,388,872,657","27,800,152,526","18,588,720,131","17,880,222,962","-1,552,340,389","-1,944,921,160"
1003,세기상사,2020,"40,517,198,620","19,870,636,733","20,646,561,887","2,234,196,226","-1,202,523,191","-1,536,832,840"
1004,세기상사,2019,"41,553,081,175","19,117,276,020","22,435,805,155","5,146,682,984","-456,521,470","-941,242,588"
1005,세방,2021,"1,245,288,419,938","348,131,642,570","897,156,777,368","1,057,709,412,045","29,158,209,219","52,433,874,833"
1006,세방,2020,"1,164,648,377,717","311,208,174,882","853,440,202,835","842,238,652,659","16,388,544,263","32,610,547,298"
1007,세방,2019,"1,115,951,890,395","289,668,541,916","826,283,348,479","723,284,021,805","16,142,572,001","6,741,396,183"
1008,세방전지,2021,"1,684,408,564,314","472,409,464,073","1,211,999,100,241","1,352,007,672,441","99,704,951,541","85,232,535,955"
1009,세방전지,2020,"1,514,339,388,641","378,160,845,948","1,136,178,542,693","1,252,791,016,185","86,348,974,704","66,717,514,976"
1010,세방전지,2019,"1,510,688,832,503","455,999,231,166","1,054,689,601,337","1,139,007,566,213","105,678,424,154","78,426,012,423"
1011,세아베스틸지주,2021,"3,525,996,555,495","1,619,635,049,491","1,906,361,506,004","3,651,102,951,303","238,429,625,560","183,668,658,624"
1012,세아베스틸지주,2020,"3,280,434,990,885","1,566,714,421,685","1,713,720,569,200","2,535,775,915,596","-3,332,103,122","-245,476,439,576"
1013,세아베스틸지주,2019,"3,576,889,161,377","1,593,798,152,255","1,983,091,009,122","2,936,506,276,222","43,768,781,466","19,189,145,067"
1014,세아제강,2021,"1,228,191,226,404","548,598,491,730","679,592,734,674","1,497,360,775,818","131,945,673,869","91,395,255,230"
1015,세아제강,2020,"1,052,052,851,837","456,800,611,315","595,252,240,522","1,150,466,164,558","53,563,486,099","33,059,458,451"
1016,세아제강,2019,"1,028,798,817,353","457,600,803,895","571,198,013,458","1,227,180,212,283","45,911,982,263","24,851,986,944"
1017,세아제강지주,2021,"2,898,999,027,652","1,312,346,968,538","1,586,652,059,114","2,841,722,127,579","298,952,263,629","226,651,777,025"
1018,세아제강지주,2020,"2,315,558,156,681","984,841,924,573","1,330,716,232,108","2,306,357,441,761","67,104,301,851","33,771,312,954"
1019,세아제강지주,2019,"2,448,548,032,007","1,096,201,014,407","1,352,347,017,600","2,643,906,637,146","63,138,665,327","14,745,474,985"
1020,세아특수강,2021,"651,146,310,250","310,772,329,491","340,373,980,759","895,797,553,963","35,432,939,035","26,765,117,383"
1021,세아특수강,2020,"552,376,575,225","237,585,636,284","314,790,938,941","655,017,406,127","855,722,368","-4,255,982,408"
1022,세아특수강,2019,"573,172,966,399","245,777,812,488","327,395,153,911","717,472,560,442","19,471,042,074","10,992,894,794"
1023,세아홀딩스,2021,"5,537,774,298,653","2,674,980,508,978","2,862,793,789,675","6,005,522,183,889","308,204,380,275","133,614,656,404"
1024,세아홀딩스,2020,"5,084,932,952,179","2,357,914,263,365","2,727,018,688,814","4,257,354,741,944","13,075,575,150","-261,540,309,071"
1025,세아홀딩스,2019,"5,456,657,504,692","2,424,279,025,081","3,032,378,479,611","4,930,662,596,032","89,528,018,488","48,464,791,274"
1026,세우글로벌,2021,"49,554,900,961","4,426,591,108","45,128,309,853","32,394,255,916","2,614,767,167","2,102,124,651"
1027,세우글로벌,2020,"47,098,886,356","4,114,500,067","42,984,386,289","27,452,348,123","1,818,515,980","3,096,620,696"
1028,세우글로벌,2019,"45,520,999,151","5,687,963,598","39,833,035,553","25,316,586,339","1,080,527,264","82,817,639"
1029,세원이앤씨,2021,"292,675,905,485","122,542,233,750","170,133,671,735","83,149,598,263","-9,635,329,449","-2,443,721,858"
1030,세원이앤씨,2020,"324,723,874,777","154,627,980,772","170,095,894,005","109,854,507,029","-5,963,074,656","-26,561,917,340"
1031,세원이앤씨,2019,"358,714,548,211","182,068,359,456","176,646,188,755","181,937,239,128","1,587,907,305","-5,692,132,496"
1032,세원정공,2019,,,,,,
1033,세이브존I&C,2021,"564,254,721,215","106,318,459,437","457,936,261,778","122,173,235,743","11,023,053,450","7,411,012,891"
1034,세이브존I&C,2020,"559,381,457,129","107,305,934,644","452,075,522,485","134,723,061,553","14,599,171,241","9,909,637,433"
1035,세이브존I&C,2019,"579,249,830,322","131,317,714,620","447,932,115,702","159,226,620,544","29,537,829,330","22,262,341,287"
1036,세종공업,2021,"1,180,100,054,496","777,174,141,277","402,925,913,219","1,588,107,771,601","-4,158,268,321","-10,771,840,981"
1037,세종공업,2020,"1,158,750,683,420","770,626,000,365","388,124,683,055","1,182,774,447,663","-6,166,002,831","-21,850,776,814"
1038,세종공업,2019,"996,027,850,575","614,829,951,634","381,197,898,941","1,221,703,004,122","13,168,373,514","1,918,380,843"
1039,세진중공업,2021,"570,404,297,293","367,209,564,922","203,194,732,371","250,380,851,313","3,715,273,239","14,059,998,585"
1040,세진중공업,2020,"448,124,447,100","286,959,693,090","161,164,754,010","285,564,708,690","1,183,330,258","3,283,951,586"
1041,세진중공업,2019,"408,589,323,391","246,255,227,907","162,334,095,484","295,855,537,321","9,354,574,729","3,096,433,400"
1042,셀트리온,2019,,,,,,
1043,송원산업,2019,,,,,,
1044,수산중공업,2021,"236,089,651,990","114,040,079,182","122,049,572,808","252,992,405,856","14,273,592,746","11,393,232,917"
1045,수산중공업,2020,"236,404,221,426","132,757,188,729","103,647,032,697","137,829,698,958","7,002,449,122","4,031,757,401"
1046,수산중공업,2019,"183,159,348,285","82,803,200,046","100,356,148,239","157,806,090,500","7,237,422,182","145,346,201"
1047,스틱인베스트먼트,2019,,,,,,
1048,시디즈,2021,"84,805,500,508","23,355,362,343","61,450,138,165","251,936,903,361","12,698,998,352","12,935,477,217"
1049,시디즈,2020,"95,773,293,248","46,987,721,100","48,785,572,148","227,490,312,481","19,746,412,584","17,344,870,141"
1050,시디즈,2019,"67,071,397,536","35,030,466,052","32,040,931,484","192,881,844,986","8,645,139,088","7,814,880,165"
1051,시알홀딩스,2021,"1,349,335,977,271","560,656,513,213","788,679,464,058","746,291,404,630","33,138,447,600","33,396,172,674"
1052,시알홀딩스,2020,"1,246,277,915,624","513,632,071,586","732,645,844,038","705,226,744,013","22,921,569,157","39,702,328,575"
1053,시알홀딩스,2019,"1,069,059,371,954","365,726,925,104","703,332,446,850","757,153,217,374","21,328,774,779","32,214,373,350"
1054,신대양제지,2021,"845,951,511,735","219,154,383,689","626,797,128,046","681,565,905,342","54,395,725,480","60,434,795,558"
1055,신대양제지,2020,"809,132,235,371","209,644,030,154","599,488,205,217","609,205,004,357","64,604,114,820","45,706,345,974"
1056,신대양제지,2019,"768,604,072,999","194,818,135,525","573,785,937,474","646,815,209,246","94,690,808,825","72,267,791,568"
1057,신도리코,2021,"1,022,601,242,833","73,933,347,993","948,667,894,840","321,884,369,044","4,323,466,550","95,437,496,353"
1058,신도리코,2020,"916,234,313,217","67,712,531,650","848,521,781,567","335,846,270,472","-14,618,313,385","-13,416,107,380"
1059,신도리코,2019,"947,504,079,112","76,867,463,051","870,636,616,061","427,065,042,452","6,275,157,301","14,487,010,503"
1060,신라교역,2021,"680,457,027,435","127,921,320,912","552,535,706,523","346,502,046,058","16,894,920,312","44,526,706,578"
1061,신라교역,2020,"629,072,904,762","111,067,184,349","518,005,720,413","372,322,115,284","-4,878,559,975","7,669,341,581"
1062,신라교역,2019,"619,927,969,163","101,796,691,431","518,131,277,732","369,645,830,609","-4,247,759,543","10,313,816,051"
1063,신성이엔지,2019,,,,,,
1064,신성통상,2021,"898,483,605,934","633,484,645,106","264,998,960,828","1,199,903,016,081","74,322,762,774","28,809,378,507"
1065,신성통상,2020,"858,316,042,143","627,550,383,841","230,765,658,302","1,027,242,491,782","41,441,941,788","341,674,616"
1066,신성통상,2019,"691,880,234,255","463,116,498,626","228,763,735,629","954,866,604,993","40,700,423,324","2,555,720,182"
1067,신세계,2019,,,,,,
1068,신세계I&C,2021,"354,134,942,144","77,831,503,244","276,303,438,900","526,089,047,774","35,527,094,479","39,007,331,343"
1069,신세계I&C,2020,"283,666,197,221","72,335,931,223","211,330,265,998","480,307,842,021","30,011,303,786","69,575,051,241"
1070,신세계I&C,2019,"289,754,542,752","90,518,810,712","199,235,732,040","456,039,720,822","18,494,389,551","10,657,452,787"
1071,신세계건설,2021,"828,998,344,092","602,860,755,820","226,137,588,272","1,256,750,439,597","38,439,659,645","26,155,222,476"
1072,신세계건설,2020,"765,614,223,582","563,223,277,347","202,390,946,235","956,756,075,135","20,641,628,975","12,230,772,753"
1073,신세계건설,2019,"777,742,155,728","580,161,084,784","197,581,070,944","1,016,153,925,439","24,238,315,742","17,514,766,085"
1074,신세계인터내셔날,2021,"1,159,127,578,385","439,493,173,788","719,634,404,597","1,450,778,572,821","91,971,396,487","82,629,049,731"
1075,신세계인터내셔날,2020,"1,147,454,446,219","506,237,600,251","641,216,845,968","1,325,499,683,994","33,764,331,574","50,958,180,102"
1076,신세계인터내셔날,2019,"1,128,879,552,270","529,582,127,395","599,297,424,875","1,425,001,391,547","84,491,939,395","74,001,043,061"
1077,신세계푸드,2021,"879,467,973,979","594,650,867,030","284,817,106,949","1,332,888,777,210","29,304,993,858","2,417,064,385"
1078,신세계푸드,2020,"887,204,824,387","603,924,637,189","283,280,187,198","1,240,251,892,641","7,740,551,472","-21,984,368,653"
1079,신세계푸드,2019,"733,262,621,980","418,161,657,965","315,100,964,015","1,320,103,297,180","22,160,381,500","4,352,741,225"
1080,신송홀딩스,2021,"248,190,231,392","152,906,424,644","95,283,806,748","186,444,266,263","6,867,678,554","7,466,832,569"
1081,신송홀딩스,2020,"167,829,010,357","77,261,903,927","90,567,106,430","205,881,740,065","5,152,838,429","2,771,232,829"
1082,신송홀딩스,2019,"199,873,920,742","109,231,565,097","90,642,355,645","263,013,506,964","-309,065,510","-34,342,177,557"
1083,신영와코루,2021,"388,668,603,657","65,750,359,288","322,918,244,369","189,412,826,757","3,690,487,329","6,491,809,139"
1084,신영와코루,2020,"373,426,209,052","56,262,665,959","317,163,543,093","177,981,407,270","515,442,717","2,920,537,366"
1085,신영와코루,2019,"348,312,196,066","33,947,463,102","314,364,732,964","178,061,481,917","215,265,955","2,872,501,044"
1086,신영증권,2019,,,,,,
1087,신원,2019,,,,,,
1088,신일전자,2021,"122,088,680,502","39,482,254,979","82,606,425,523","193,517,099,817","9,607,808,334","7,977,952,924"
1089,신일전자,2020,"110,598,654,315","35,333,284,305","75,265,370,010","172,441,514,538","6,236,116,006","8,015,379,244"
1090,신일전자,2019,"100,086,380,398","30,625,974,210","69,460,406,188","145,888,445,031","1,579,565,175","4,298,520,011"
1091,신풍,2019,,,,,,
1092,신풍제약,2021,"398,349,774,820","38,025,374,676","360,324,400,144","189,237,234,928","-14,306,402,883","-11,526,010,683"
1093,신풍제약,2020,"492,915,057,237","112,819,609,229","380,095,448,008","197,750,767,003","7,845,515,554","5,045,736,921"
1094,신풍제약,2019,"385,878,895,721","170,985,479,002","214,893,416,719","189,721,696,062","5,602,147,272","5,394,986,670"
1095,신한지주,2019,,,,,,
1096,신흥,2019,,,,,,
1097,쌍방울,2021,"395,643,689,622","167,330,570,809","228,313,118,813","97,009,199,390","-2,306,484,345","-18,559,820,968"
1098,쌍방울,2020,"350,525,094,865","135,141,277,145","215,383,817,720","97,235,967,087","-1,261,285,101","-16,110,819,823"
1099,쌍방울,2019,"340,359,626,428","174,319,622,767","166,040,003,661","96,543,475,203","-10,342,326,742","-36,403,524,264"
1100,쌍용씨앤이,2021,"3,564,764,921,137","1,909,294,816,425","1,655,470,104,712","1,661,398,330,069","248,732,059,385","185,957,156,093"
1101,쌍용씨앤이,2020,"3,326,801,072,629","1,637,119,316,279","1,689,681,756,350","1,470,799,173,925","250,161,895,107","138,181,424,905"
1102,쌍용씨앤이,2019,"3,368,012,216,454","1,566,656,445,603","1,801,355,770,851","1,538,480,682,981","229,221,973,823","131,120,968,001"
1103,써니전자,2021,"77,185,258,102","9,012,295,478","68,172,962,624","16,408,490,531","1,782,881,472","4,503,538,293"
1104,써니전자,2020,"65,431,756,615","1,602,323,384","63,829,433,231","16,423,123,838","1,200,510,393","5,837,866,939"
1105,써니전자,2019,"61,496,542,787","7,617,248,820","53,879,293,967","25,615,579,238","4,223,141,960","614,759,851"
1106,씨아이테크,2021,"79,538,624,907","31,715,497,061","47,823,127,846","47,230,072,502","871,731,347","-6,235,930,125"
1107,씨아이테크,2020,"75,094,282,849","42,371,691,368","32,722,591,481","41,433,739,246","-2,842,637,633","-4,705,773,543"
1108,씨아이테크,2019,"58,689,706,660","24,817,761,142","33,871,945,518","40,719,367,554","-2,960,322,679","-4,454,448,594"
1109,씨에스윈드,2021,"1,773,903,614,452","827,086,993,267","946,816,621,185","1,203,418,059,900","100,965,948,942","64,744,833,476"
1110,씨에스윈드,2020,"880,657,688,570","437,128,951,622","443,528,736,948","969,066,819,918","97,574,461,877","33,598,765,925"
1111,씨에스윈드,2019,"735,606,528,549","365,772,481,128","369,834,047,421","799,390,727,329","60,135,938,305","34,682,366,867"
1112,아남전자,2021,"229,403,319","163,294,748","66,108,571","314,437,329","13,225,147","11,607,606"
1113,아남전자,2020,"177,178,532","122,773,378","54,405,154","224,352,656","5,891,295","4,509,728"
1114,아남전자,2019,"126,550,886","76,708,629","49,842,257","208,701,337","2,681,242","376,624"
1115,아모레퍼시픽,2021,"6,116,713,932,912","1,372,414,055,290","4,744,299,877,622","4,863,128,496,699","343,357,809,050","180,857,693,977"
1116,아모레퍼시픽,2020,"5,701,918,175,747","1,237,520,431,552","4,464,397,744,195","4,432,179,039,394","143,009,119,307","21,869,011,689"
1117,아모레퍼시픽,2019,"5,989,007,790,647","1,490,166,987,522","4,498,840,803,125","5,580,142,192,519","427,834,596,504","223,761,027,766"
1118,아모레퍼시픽그룹,2021,"8,038,142,932,125","1,562,518,153,844","6,475,624,778,281","5,326,080,007,289","356,171,273,550","291,978,846,416"
1119,아모레퍼시픽그룹,2020,"7,788,743,600,024","1,516,700,821,902","6,272,042,778,122","4,930,083,149,864","150,661,048,495","22,047,682,158"
1120,아모레퍼시픽그룹,2019,"8,281,393,134,177","1,801,246,303,938","6,480,146,830,239","6,284,255,176,037","498,249,817,871","282,404,951,730"
1121,아세아,2021,"3,115,270,385,402","1,399,054,580,836","1,716,215,804,566","1,846,503,739,538","228,865,744,338","201,244,923,832"
1122,아세아,2020,"2,887,531,023,613","1,359,881,772,390","1,527,649,251,223","1,527,141,149,607","146,952,544,905","82,947,953,814"
1123,아세아,2019,"2,884,358,506,487","1,423,424,040,156","1,460,934,466,331","1,542,430,973,306","158,437,631,946","94,330,214,318"
1124,아세아시멘트,2021,"2,037,322,290,483","1,117,733,667,799","919,588,622,684","892,569,417,094","128,646,922,022","99,216,930,747"
1125,아세아시멘트,2020,"1,901,368,870,442","1,077,786,376,878","823,582,493,564","787,547,395,550","75,305,385,497","25,081,643,172"
1126,아세아시멘트,2019,"1,930,822,377,717","1,125,041,853,034","805,780,524,683","836,810,452,048","81,159,969,547","28,703,294,886"
1127,아세아제지,2021,"969,593,253,200","255,172,404,299","714,420,848,901","945,734,471,576","93,875,118,756","90,996,794,516"
1128,아세아제지,2020,"882,326,924,993","248,826,738,134","633,500,186,859","731,631,749,310","65,707,649,110","54,245,095,687"
1129,아세아제지,2019,"848,228,967,713","263,353,496,904","584,875,470,809","697,656,463,462","71,117,330,003","61,440,520,886"
1130,아시아나IDT,2021,"222,135,981,071","66,556,637,647","155,579,343,424","174,722,677,584","7,289,230,391","26,361,899,660"
1131,아시아나IDT,2020,"204,901,871,485","74,658,633,096","130,243,238,389","195,855,075,457","8,763,597,425","-8,184,362,247"
1132,아시아나IDT,2019,"228,597,212,756","87,216,182,448","141,381,030,308","246,148,800,696","11,365,841,189","-8,051,798,119"
1133,아시아나항공,2021,"13,082,664,860,149","12,561,568,437,168","521,096,422,981","4,339,706,411,421","93,203,600,406","-516,809,974,210"
1134,아시아나항공,2020,"13,851,459,281,326","12,762,122,307,303","1,089,336,974,023","3,878,133,103,581","-271,788,563,756","-502,971,860,946"
1135,아시아나항공,2019,"13,503,422,879,145","12,595,134,363,313","908,288,515,832","6,886,846,688,489","-435,709,495,659","-817,886,114,258"
1136,아이마켓코리아,2021,"1,120,159,809,046","703,385,717,080","416,774,091,966","3,132,491,779,569","45,420,682,449","44,499,433,381"
1137,아이마켓코리아,2020,"1,110,821,080,034","693,884,810,290","416,936,269,744","2,839,411,295,374","40,515,731,617","28,799,711,803"
1138,아이마켓코리아,2019,"1,096,877,066,115","670,348,308,072","426,528,758,043","2,923,787,985,987","52,038,830,520","25,787,600,490"
1139,아이에스동서,2021,"3,509,755,191,942","2,052,891,776,603","1,456,863,415,339","1,608,440,924,896","310,765,130,275","110,673,223,436"
1140,아이에스동서,2020,"3,621,499,079,699","2,231,460,471,973","1,390,038,607,726","1,200,412,716,484","209,023,343,475","141,598,300,179"
1141,아이에스동서,2019,"2,883,776,426,203","1,610,218,287,783","1,273,558,138,420","770,583,838,520","71,460,811,752","74,262,246,007"
1142,아이에이치큐,2021,"238,568,445,822","120,389,630,160","118,178,815,662",,"-11,640,188,629","-10,099,947,227"
1143,아이에이치큐,2020,"146,319,857,109","27,655,370,330","118,664,486,779",,"-16,226,862,450","-18,248,434,484"
1144,아이에이치큐,2019,"165,807,958,847","28,956,887,269","136,851,071,578",,"-7,041,132,245","-66,279,161,242"
1145,알루코,2019,,,,,,
1146,애경산업,2021,"431,492,645,030","85,261,290,651","346,231,354,379","573,923,184,961","24,385,008,253","15,725,463,056"
1147,애경산업,2020,"434,466,866,367","101,424,443,200","333,042,423,167","588,135,646,523","22,370,255,451","11,460,208,530"
1148,애경산업,2019,"451,543,473,916","113,045,743,515","338,497,730,401","701,336,794,362","60,601,371,864","41,643,076,591"
1149,애경케미칼,2021,"1,244,966,459,823","555,841,020,238","689,125,439,585","1,570,089,788,220","93,260,474,911","77,289,491,625"
1150,애경케미칼,2020,"532,149,671,657","140,944,041,270","391,205,630,387","908,851,885,228","57,487,296,055","44,326,042,106"
1151,애경케미칼,2019,"492,826,341,443","132,825,682,038","360,000,659,405","1,017,022,177,644","46,852,557,491","30,373,170,988"
1152,에넥스,2021,"132,906,035,780","66,492,066,022","66,413,969,758","201,771,691,421","-12,333,342,296","10,021,496,262"
1153,에넥스,2020,"112,937,632,263","67,681,050,122","45,256,582,141","233,680,439,564","-8,514,826,614","-8,893,062,172"
1154,에넥스,2019,"132,037,408,231","77,860,306,378","54,177,101,853","363,611,209,749","-2,830,597,388","-3,764,886,077"
1155,에스메디,2021,"176,303,067,622","56,902,662,749","119,400,404,873","18,613,345,272","-1,785,310,686","7,779,693,790"
1156,에스메디,2020,"138,292,817,270","62,166,694,014","76,126,123,256","6,621,221,847","-1,630,072,100","11,221,115,165"
1157,에스메디,2019,"69,804,707,697","33,869,690,324","35,935,017,373","56,155,488,904","-81,996,573","-4,806,226,997"
1158,에스엘,2019,,,,,,
1159,에스엠벡셀,2021,"47,837,814,697","15,480,171,022","32,357,643,675","73,077,585,705","-8,181,785,151","-16,605,882,194"
1160,에스엠벡셀,2020,"63,588,455,044","54,077,627,599","9,510,827,445","70,710,479,494","-3,982,393,837","-11,054,037,786"
1161,에스엠벡셀,2019,"73,825,418,520","54,463,232,598","19,362,185,922","78,268,988,027","-4,708,733,720","-11,195,572,938"
1162,에스원,2021,"1,972,972,502,257","530,076,697,754","1,442,895,804,503","2,312,489,059,004","179,664,944,147","128,990,896,403"
1163,에스원,2020,"1,906,689,693,022","522,505,040,984","1,384,184,652,038","2,223,340,509,340","204,462,688,212","142,089,584,874"
1164,에스원,2019,"1,794,959,719,010","467,353,241,485","1,327,606,477,525","2,151,521,516,402","196,822,006,653","146,641,281,537"
1165,에스제이엠,2019,,,,,,
1166,에스제이엠홀딩스,2021,"329,167,359,802","66,104,871,319","263,062,488,483","149,668,812,660","7,916,703,256","6,148,773,329"
1167,에스제이엠홀딩스,2020,"308,348,207,824","60,442,218,629","247,905,989,195","141,553,459,488","6,417,568,301","5,010,390,126"
1168,에스제이엠홀딩스,2019,"308,888,413,242","56,116,304,441","252,772,108,801","160,751,443,923","6,298,184,875","9,333,722,574"
1169,에스케이바이오팜,2021,"643,652,339,296","199,464,892,917","444,187,446,379","418,644,529,122","94,958,200,240","64,845,640,322"
1170,에스케이바이오팜,2020,"500,241,425,182","121,174,852,353","379,066,572,829","25,999,026,722","-239,498,823,785","-247,413,613,854"
1171,에스케이바이오팜,2019,"139,073,135,254","152,098,397,677","-13,025,262,423","123,852,416,023","-79,258,736,469","-71,519,466,822"
1172,에쓰씨엔지니어링,2021,"116,426,812,581","71,886,044,021","44,540,768,560","75,724,704,653","-6,633,227,964","-7,922,314,012"
1173,에쓰씨엔지니어링,2020,"68,596,639,829","48,922,064,935","19,674,574,894","72,469,645,414","-1,999,554,570","-1,126,870,522"
1174,에쓰씨엔지니어링,2019,"373,872,724,597","218,561,748,195","155,310,976,402","58,736,694,267","1,013,792,014","-4,376,261,902"
1175,에어부산,2021,"1,009,737,367,111","879,205,856,364","130,531,510,747","176,501,762,277","-203,964,281,587","-265,960,609,370"
1176,에어부산,2020,"1,034,490,515,119","924,223,794,563","110,266,720,556","189,917,868,363","-188,684,534,775","-128,471,545,861"
1177,에어부산,2019,"985,775,844,327","877,666,773,929","108,109,070,398","633,183,493,115","-37,843,356,648","-72,910,218,046"
1178,에이블씨엔씨,2021,"193,817,470,072","79,159,922,956","114,657,547,116","262,945,930,671","-22,379,323,056","-43,362,048,445"
1179,에이블씨엔씨,2020,"254,779,586,617","97,975,943,568","156,803,643,049","307,517,402,206","-67,995,501,905","-97,824,483,340"
1180,에이블씨엔씨,2019,"433,666,431,730","176,899,982,158","256,766,449,572","422,205,555,168","1,834,111,614","-9,698,632,112"
1181,에이엔피,2021,"82,030,110,765","52,058,401,194","29,971,709,571","69,285,788,506","-11,966,559,122","-11,948,327,703"
1182,에이엔피,2020,"103,907,676,857","63,222,191,027","40,685,485,830","82,078,262,375","-11,594,834,942","-24,690,992,799"
1183,에이엔피,2019,"132,315,026,934","75,331,348,677","56,983,678,257","95,219,935,717","-5,351,776,245","-7,766,242,564"
1184,에이프로젠,2019,,,,,,
1185,에이프로젠바이오로직스,2019,,,,,,
1186,에코바이브,2021,"10,178,373,721","13,831,697,780","-3,653,324,059","9,568,089,746","-4,894,028,449","-1,095,692,088"
1187,에코바이브,2020,"12,654,548,125","34,663,141,260","-22,008,593,135","7,108,552,143","-6,219,129,820","-40,838,787,657"
1188,에코바이브,2019,"15,416,253,498","15,250,625,355","165,628,143","7,742,246,007","-13,342,079,977","-27,808,373,254"
1189,엔씨소프트,2021,"4,581,889,369,472","1,430,662,643,098","3,151,226,726,374","2,308,817,408,865","375,213,171,049","395,734,616,139"
1190,엔씨소프트,2020,"4,081,208,896,622","936,521,663,466","3,144,687,233,156","2,416,184,211,886","824,793,705,694","586,612,599,330"
1191,엔씨소프트,2019,"3,346,377,400,385","834,211,969,584","2,512,165,430,801","1,701,185,422,583","478,992,418,793","359,154,722,508"
1192,엔에이치엔,2021,"3,027,171,506,519","928,563,861,666","2,098,607,644,853","1,923,677,420,336","97,869,201,232","129,700,556,658"
1193,엔에이치엔,2020,"2,550,930,608,901","706,765,823,473","1,844,164,785,428","1,641,243,735,619","85,739,340,701","27,956,034,074"
1194,엔에이치엔,2019,"2,500,321,248,630","671,619,273,162","1,828,701,975,468","1,488,596,660,564","86,677,182,906","23,173,213,422"
